Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
82,0.9365657520294189,0.005848763845860958,0.5230766773223877,0.44165388226509095,23.674924459367936,0.7218704441189766
83,0.946731424331665,0.005874308831989765,0.29939974427223204,0.24806950569152833,24.339611515349667,0.7380804970860482
84,0.9087055706977845,0.005962423458695412,0.5336593532562256,0.44302341222763064,23.98091073615685,0.7297423246502877
85,0.9046911573410035,0.005389385931193829,0.46361092329025266,0.3499797409772873,24.268186662138756,0.742409345805645
86,0.8824763679504395,0.0055142675898969176,0.46526217699050904,0.35089816093444826,24.38799764406513,0.7399862173199654
87,0.8251058840751648,0.005438234899193048,0.5457338714599609,0.35739529848098756,24.329101590944816,0.7296380692720413
88,1.0016590929031373,0.005336971078068018,0.6416984963417053,0.6342203950881958,24.736007803216555,0.7404755139350891
89,0.9917601203918457,0.005246158093214035,0.5971607494354249,0.5911593151092529,24.6657155219595,0.7431717768311501
90,0.835702965259552,0.005007877703756094,0.7094911456108093,0.5384791719913483,23.947982474787338,0.736926656961441
91,1.0016522979736329,0.0051951010152697565,0.7222489213943482,0.7119949221611023,24.125923457894913,0.741672551035881
92,1.0206994557380675,0.0053305748477578165,0.6774859356880188,0.6934047842025757,24.31330579764294,0.7379152101278305
93,1.006081817150116,0.0055229107290506365,0.6648828220367432,0.663301968574524,23.857432605629057,0.7341868796944618
94,0.9742330431938171,0.0062445466965436935,0.6136329865455628,0.5751183199882507,24.34968229200169,0.7336213940382004
95,0.9504602241516114,0.005408502072095871,0.537659912109375,0.4763738763332367,24.673943694886844,0.7424103650450706
96,0.9724337005615235,0.0055037781968712805,0.4899211025238037,0.4516383862495422,23.798110743276286,0.7354564729332924
97,0.9548663520812988,0.005635482296347618,0.46938946962356565,0.42306984186172486,24.45020366895808,0.7428963574767112
98,0.9414954018592835,0.005927293710410595,0.49043827176094057,0.42826762676239016,24.488398731754142,0.7444198846817016
99,0.9356171870231629,0.005585064832121134,0.4260916423797607,0.3582914161682129,24.48124185811627,0.7452752232551575
100,0.9722329950332642,0.005651955492794514,0.4762984228134155,0.444711731672287,24.535894878319937,0.744925494492054
