Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8846595263481141,0.041386359483003614,0.49317618131637575,0.3247749769687653,14.09613087910685,0.4017097292840481
2,0.6382120013236999,0.01976626317948103,0.5962260293960572,0.1707117435336113,18.95454447973341,0.5055031436681747
3,0.3084859371185303,0.01710845522582531,0.8060467886924744,0.07127678081393242,17.974067184847627,0.5017615309357644
4,0.46642448782920837,0.014530526101589203,0.6140779983997345,0.04729182094335556,18.799067353314662,0.5384907564520836
5,0.8272290825843811,0.013034886717796325,0.5794976496696472,0.3629723399877548,20.584421335574884,0.5483270724117756
6,0.7224729871749878,0.012443219646811485,0.518367178440094,0.19333559051156043,19.994737115019834,0.5732443568110466
7,0.6488789165019989,0.013117047548294068,0.46854950666427614,0.09153983186930419,20.16259863178203,0.5798985630273819
8,0.8579524421691894,0.01143415540456772,0.6835841846466064,0.5146772456169129,19.5561962021052,0.5889393907785415
9,0.7458302807807923,0.010138738881796599,0.6941166043281555,0.42088417649269105,21.12440701300678,0.5929704174399376
10,0.6847868037223815,0.01025696836411953,0.7254558324813842,0.3317007887363434,20.711878000744793,0.5898125842213631
11,0.5725805151462555,0.009984190165996552,0.6605867409706115,0.1945019006729126,21.976210635683636,0.6113006690144539
12,0.770010826587677,0.010402871780097484,0.6942498779296875,0.4115977382659912,21.586132719662466,0.6139714094996452
13,0.8511070585250855,0.009361517541110516,0.7637252831459045,0.5945702993869781,21.722907712175058,0.6215003192424774
14,1.003265881538391,0.008254670836031437,0.9895830798149109,0.992640073299408,21.927328028212845,0.6416575196385383
15,0.9985520434379578,0.0082910649292171,0.9960015749931336,0.9945040369033813,21.899579992403474,0.642145784497261
16,0.9976249980926514,0.007921067383140325,0.9494166159629822,0.9302134704589844,21.308979077911584,0.6561152696609497
17,0.9886231565475464,0.00825455754995346,0.8698171162605286,0.8603434419631958,22.22495786033806,0.6652798736095429
18,1.003916664123535,0.008600975163280964,0.8759546494483947,0.8750001192092896,20.70973381337088,0.6523910623788833
19,0.9921804761886597,0.007504304200410843,0.8416850805282593,0.8343466424942017,22.490982157125586,0.6727822190523147
20,0.996984281539917,0.007774916477501392,0.8551670503616333,0.8495217347145081,22.37848403057714,0.6689950442314148
21,0.9955317139625549,0.008719616159796715,0.8574911594390869,0.8484753513336182,22.543775536066125,0.6639083045721054
22,0.990594630241394,0.008936433717608452,0.8784387397766114,0.8665276455879212,22.393994617557404,0.6666847532987594
23,0.9773691534996033,0.008300174809992313,0.8488558888435364,0.8206436157226562,21.694987836499635,0.6649222677946091
24,0.9455905389785767,0.0068102643266320225,0.9385663390159606,0.8744251585006714,23.154198756474443,0.6884809827804566
25,0.9174012470245362,0.008212478458881378,0.6758840560913086,0.5660605216026307,23.11707955862886,0.6955031490325928
26,0.9502946352958679,0.007361294031143189,0.7284210038185119,0.6817263460159302,22.310786739986483,0.6927020916342735
27,0.8753933048248291,0.007202929686754942,0.6897613739967347,0.5407819819450378,22.231402609712163,0.6965935042500496
28,0.8678848266601562,0.007772743795067072,0.5200080597400665,0.3601588463783264,22.58149811006212,0.6915847885608674
29,0.9793594884872436,0.007012881077826023,0.3235353195667267,0.3019190120697022,23.29488844887267,0.7071077233552933
30,1.0018404483795167,0.007435624841600656,0.24091068744659425,0.24040288388729095,23.668243135152718,0.7066520482301712
31,1.0020407676696776,0.006790969688445329,0.2549801695346832,0.2565775203704834,23.538515303856528,0.7049250620603561
32,0.998455057144165,0.007127496562898159,0.23655167937278748,0.2304699331521988,23.70853410948591,0.7129161420464516
33,0.9970526266098022,0.0068019601702690126,0.24114569902420044,0.23699685275554658,23.18082800774688,0.7013719695806503
34,0.9787558031082153,0.007400088869035244,0.26100006461143493,0.24173659563064576,22.64538687087047,0.699021983742714
35,0.9845684051513672,0.006867286134511232,0.2694881463050842,0.25448726654052733,23.47114717282664,0.7148670008778573
36,0.9562712669372558,0.006010522413998842,0.36878416538238523,0.3273355531692505,23.788813886976257,0.7181023553013801
37,0.9752512598037719,0.007615049425512552,0.4454385900497437,0.41863194942474363,22.406768527139363,0.7123801147937775
38,0.9679734206199646,0.006757682301104069,0.40714235305786134,0.3654696261882782,22.193562130480046,0.7062397599220276
39,0.9541981601715088,0.007284190561622381,0.3850309360027313,0.3338001012802124,22.66009085159868,0.6911921307444573
40,0.9544530510902405,0.007137697786092758,0.39625415921211243,0.3459953677654266,23.330888792700748,0.7100272071361542
41,0.9613575458526611,0.006547487936913967,0.42852807641029356,0.38456523418426514,23.37316159602702,0.7164398768544197
42,0.9439888715744018,0.006184270158410072,0.4911481714248657,0.42995071172714233,23.860229625749593,0.7242929372191429
43,0.9327325582504272,0.006550849415361881,0.49272056341171266,0.4143408119678497,23.492458303039534,0.7206406092643738
44,0.9247416162490845,0.006629667095839977,0.5215183091163635,0.45684247732162475,23.086772337429178,0.7191041129827499
45,0.9585890293121337,0.006221350897103548,0.618575222492218,0.5723247003555297,23.2941119485052,0.7039557999372482
46,0.8647996854782104,0.0061895507201552395,0.6176768398284912,0.45578341364860536,23.860870645327555,0.7253715294599533
47,0.8679547739028931,0.00643076604232192,0.6668270134925842,0.5433120214939118,23.92048464111469,0.7174656230211258
48,0.92037348985672,0.006243372317403555,0.44005576968193055,0.3510053527355194,23.302521296712637,0.7184239432215691
49,0.8124369478225708,0.006510331053286791,0.6901452326774598,0.4923109769821167,23.644746443809794,0.727745224237442
50,0.7899409246444702,0.006789427250623703,0.6382374835014343,0.3921965169906616,23.22604488518174,0.717172050178051
51,0.9090813207626343,0.006482958123087883,0.48452351331710813,0.37957974672317507,23.723284519996433,0.7168255099654197
52,0.9118522429466247,0.006459502503275871,0.742932345867157,0.6407673573493957,23.256689485741283,0.7203771263360977
53,0.7374234056472778,0.006013393923640251,0.7033940935134888,0.41028135538101196,24.37492330780494,0.7265789976716042
54,1.0102536392211914,0.005974161587655544,0.5950451350212097,0.5600562310218811,23.824194415479308,0.7260726130008698
55,1.0021451330184936,0.005801164582371712,0.5519942045211792,0.5767391610145569,23.4446891000433,0.7278034290671349
56,1.014040207862854,0.006032569576054811,0.6120008707046509,0.6163478541374207,23.86919802017717,0.7330057427287102
57,0.9942875909805298,0.005998136010020971,0.612294590473175,0.6085097360610962,23.935852973202604,0.728648983836174
58,0.9763466501235962,0.005990124326199293,0.6454088139533997,0.6086072707176209,23.88208768129596,0.7380811914801597
59,0.9266845607757568,0.005805810429155827,0.5509268498420715,0.47094284057617186,24.221535036416107,0.7348197615146637
60,0.9875544118881225,0.005598664283752441,0.6804650855064392,0.6591040921211243,24.36614200300008,0.7392993220686912
61,0.9618569540977479,0.005538097359240055,0.6375219535827636,0.582379744052887,24.487904557068912,0.7399497357010841
62,0.9405936980247498,0.005914452485740185,0.535693838596344,0.4536013698577881,24.01094284818276,0.7315266165137291
63,0.8692505121231079,0.0060200107470154765,0.5426902723312378,0.4122494435310364,24.04852866107165,0.7226708501577377
64,1.0006207346916198,0.00558751268312335,0.6626443481445312,0.6549169850349427,24.014512907496524,0.7357847571372986
65,1.0030918312072754,0.00597715875133872,0.5210472917556763,0.5113679647445679,22.76022494674862,0.7336721083521843
66,0.924495906829834,0.005962280053645372,0.5002898919582367,0.4014915919303894,24.458828198462616,0.7368796202540397
67,0.8315778875350952,0.005832040905952454,0.4324260604381561,0.24980754911899566,23.967878292469457,0.7319546616077424
68,0.8608862066268921,0.005733071882277727,0.5600352597236633,0.4226647531986237,24.476303604729583,0.7356159725785255
69,0.940553183555603,0.005376409217715264,0.7212247371673584,0.654617612361908,24.19203925499522,0.73432687073946
70,0.932070586681366,0.005464789681136608,0.7169552803039551,0.6217829012870788,23.675667331728683,0.7314818376302719
71,0.9757121968269348,0.005780331213027239,0.6673349189758301,0.6388693928718567,23.163994992796443,0.7359229370951652
72,0.9902258014678955,0.005736849661916494,0.6733859539031982,0.6649687910079956,23.563176598100476,0.7323322254419327
73,0.9845679020881652,0.005741018671542406,0.5816662788391114,0.5582460236549377,24.343886271933552,0.7354602053761482
74,0.9675744128227234,0.005584253761917353,0.43578797578811646,0.39075892210006713,24.095858635703998,0.741858868598938
75,0.952116208076477,0.00541717104613781,0.5368604803085327,0.508217875957489,24.15059793722037,0.7354798233509063
76,0.9162795209884643,0.005774696636945009,0.6393924140930176,0.5370218217372894,24.31239456907031,0.7354968997836113
77,0.8535124063491821,0.005454941056668759,0.5963740968704223,0.4378314757347107,22.632677363810846,0.7326744991540909
78,0.9075764322280884,0.005543639305979013,0.6559855461120605,0.5415649139881134,24.07468577718669,0.7339371374249458
79,0.8634227561950684,0.005558757372200489,0.5426288759708404,0.3692325323820114,24.125295017746716,0.7299406996369362
80,0.9730165481567383,0.006351394020020962,0.2668242108821869,0.23677727997303008,22.73892554939438,0.7297292467951775
81,0.9140412282943725,0.006348648443818093,0.33883474111557005,0.2499013352394104,24.030804965550303,0.7395746645331382
